,Aardvark,Addax,AfricanBuffalo,AfricanCrestedPorcupine,AfricanElephant,AfricanPenguin,AfricanWildDog,AldabraGiantTortoise,AlpineIbex,AmericanAlligator,AmericanBison,AmurLeopard,ArcticFox,ArcticWolf,AsianSmallClawedOtter,AsianWaterMonitor,Babirusa,BactrianCamel,BairdsTapir,BengalTiger,Binturong,BlackRhinoceros,BlackWhiteRuffedLemur,BlackWildebeest,BlueWildebeest,Bongo,Bonobo,BorneanOrangutan,CaliforniaSeaLion,CapuchinMonkey,Capybara,Caracal,Cassowary,Cheetah,ChinesePangolin,CloudedLeopard,CommonOstrich,CommonWarthog,CommonWombat,Cougar,CuviersDwarfCaiman,DallSheep,DamaGazelle,Dhole,Dingo,DromedaryCamel,Emu,EurasianLynx,EuropeanBadger,EuropeanFallowDeer,FennecFox,FormosanBlackBear,Fossa,GalapagosGiantTortoise,Gemsbok,Gharial,GiantAnteater,GiantOtter,GiantPanda,GreaterFlamingo,GreySeal,GrizzlyBear,HimalayanBrownBear,Hippopotamus,IndianElephant,IndianPeafowl,IndianRhinoceros,Jaguar,JapaneseMacaque,KingPenguin,Koala,KomodoDragon,LarGibbon,Llama,MalayanTapir,Mandrill,ManedWolf,Meerkat,Moose,NileLechwe,NileMonitor,NineBandedArmadillo,NorthAmericanBeaver,Nyala,Okapi,PlainsZebra,Platypus,PolarBear,PrairieDog,ProboscisMonkey,PronghornAntelope,PrzewalskisHorse,PygmyHippo,Raccoon,RedCrownedCrane,RedDeer,RedFox,RedKangaroo,RedNeckedWallaby,RedPanda,RedRiverHog,RedRuffedLemur,Reindeer,ReticulatedGiraffe,RingTailedLemur,SableAntelope,SaltwaterCrocodile,SandCat,ScimitarHornedOryx,Siamang,SiberianTiger,SnowLeopard,SomaliWildAss,SouthernWhiteRhino,SpectacledCaiman,SpottedHyena,Springbok,StripedHyena,StripedSkunk,SunBear,ThomsonsGazelle,TimberWolf,WestAfricanLion,WesternChimpanzee,WesternLowlandGorilla,WildWaterBuffalo
Caracal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5053472222222222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.31534722222222217,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cassowary,0.41747222222222224,0.28104166666666663,0.33725000000000005,0.3042261904761905,0.30083333333333334,0.28500000000000003,0.0,0.5504722222222223,0.19158333333333338,0.0,0.25222500000000003,0.0,0.0,0.0,0.5897916666666666,0.0,0.6240972222222222,0.47104166666666664,0.3865972222222222,0.0,0.6297519841269842,0.27787500000000004,0.5620833333333334,0.28486805555555555,0.28486805555555555,0.5598214285714287,0.5620833333333334,0.7520833333333333,0.211375,0.4331547619047619,0.4024305555555555,0.0,1.0,0.0,0.6333333333333334,0.0,0.2789305555555555,0.401375,0.4681388888888889,0.0,0.3865972222222222,0.13401785714285713,0.30875,0.0,0.0,0.4235416666666667,0.5569374999999999,0.0,0.418,0.28341666666666665,0.2957107843137255,0.0,0.0,0.5504722222222223,0.2889583333333334,0.59375,0.4420138888888889,0.40375,0.44685185185185183,0.44175000000000003,0.17443055555555556,0.0,0.0,0.2620982142857143,0.5612916666666666,0.57,0.44175000000000003,0.0,0.41245833333333337,0.2533333333333333,0.64125,0.0,0.7402083333333334,0.27708333333333335,0.5901686507936508,0.5620833333333334,0.3997916666666667,0.3047916666666667,0.2723333333333333,0.30224702380952384,0.0,0.38032986111111117,0.2952916666666667,0.425125,0.5598214285714287,0.27893055555555557,0.5597083333333334,0.0,0.2965074404761905,0.6359722222222223,0.32458333333333333,0.49083333333333334,0.44729166666666664,0.3701984126984127,0.42314583333333333,0.4187539682539682,0.0,0.4947916666666667,0.49083333333333334,0.4386015325670498,0.39866071428571426,0.5620833333333334,0.2952916666666667,0.4187916666666667,0.5620833333333334,0.28430257936507936,0.0,0.0,0.29608333333333337,0.7402083333333334,0.0,0.0,0.28500000000000003,0.27075000000000005,0.0,0.0,0.29696924603174607,0.0,0.29397222222222225,0.5892261904761905,0.3001359126984127,0.0,0.0,0.5058750000000001,0.5058750000000001,0.5656458333333333
Cheetah,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6809957264957266,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.30203968253968255,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ChinesePangolin,0.34041666666666665,0.26125,0.2956875,0.28273809523809523,0.28500000000000003,0.26916666666666667,0.0,0.3984722222222222,0.18960416666666666,0.0,0.24225,0.0,0.0,0.0,0.7605654761904762,0.0,0.7494444444444444,0.7152708333333333,0.45125,0.0,0.9401041666666666,0.2565,0.45125,0.26441666666666663,0.26441666666666663,0.45125,0.45125,0.83125,0.258875,0.5680208333333333,0.38395833333333335,0.0,0.6333333333333334,0.0,1.0,0.0,0.24858333333333338,0.334875,0.3309166666666667,0.0,0.4433333333333333,0.12610119047619048,0.28500000000000003,0.0,0.0,0.5244791666666666,0.4025625,0.0,0.5565416666666667,0.36786111111111114,0.28174019607843137,0.0,0.0,0.3984722222222222,0.26916666666666667,0.8510416666666667,0.40375,0.35756944444444444,0.7133796296296296,0.51775,0.20741666666666664,0.0,0.0,0.25141071428571427,0.7916666666666666,0.8206944444444444,0.6448125,0.0,0.6895416666666666,0.11875,0.5700000000000001,0.0,0.8233333333333334,0.31270833333333337,0.8609375,0.42976190476190473,0.34833333333333333,0.28062698412698417,0.36535416666666665,0.2906547619047619,0.0,0.4280277777777778,0.34675,0.38,0.45125,0.25254166666666666,0.41325,0.0,0.2800520833333333,0.7758333333333333,0.38,0.6570833333333332,0.4116666666666667,0.4116666666666666,0.6527291666666668,0.5380694444444446,0.0,0.2770833333333333,0.3760416666666666,0.7051293103448276,0.3695386904761905,0.45125,0.334875,0.3534791666666666,0.45125,0.2565,0.0,0.0,0.2652083333333333,0.8233333333333334,0.0,0.0,0.2628333333333333,0.24937499999999996,0.0,0.0,0.26916666666666667,0.0,0.34872916666666665,0.855,0.27233333333333337,0.0,0.0,0.406125,0.406125,0.7322916666666667
CloudedLeopard,0.0,0.0,0.0,0.0,0.26652777777777775,0.0,0.0,0.38369444444444445,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24581250000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.38369444444444445,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.249375,0.7853333333333333,0.0,0.64125,0.0,0.0,0.0,0.0,0.0,0.0,0.2876125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3529513888888889,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24581250000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CommonOstrich,0.777051282051282,0.99,0.99,0.722,0.8637083333333333,0.7494444444444445,0.0,0.6757179487179488,0.2447569444444444,0.0,0.3705,0.0,0.0,0.0,0.31598055555555554,0.0,0.32625766283524904,0.3602083333333333,0.30864850427350426,0.0,0.25078544061302677,0.8355250000000001,0.6672619047619048,0.99,0.99,0.6359722222222223,0.6636805555555555,0.26125,0.2315625,0.26705555555555555,0.34314655172413794,0.0,0.2789305555555555,0.0,0.24858333333333338,0.0,1.0,0.99,0.3997916666666666,0.0,0.3208888888888889,0.19678571428571426,0.9183333333333333,0.0,0.0,0.6465277777777778,0.4459722222222222,0.0,0.33249999999999996,0.38712499999999994,0.8090833333333334,0.0,0.0,0.2967619047619047,0.8075,0.2719563492063492,0.4116666666666667,0.30874999999999997,0.22958333333333333,0.4887222222222222,0.201875,0.0,0.0,0.69635,0.33725,0.3887083333333333,0.3498375,0.0,0.1919791666666667,0.16849305555555558,0.27444444444444444,0.0,0.2565,0.39187500000000003,0.29159722222222223,0.66975,0.391875,0.9130555555555555,0.21375000000000002,0.99,0.0,0.42486111111111113,0.33249999999999996,0.7916666666666667,0.6359722222222223,0.99,0.3509722222222222,0.0,0.5668333333333333,0.2666333333333334,0.45125,0.5700000000000001,0.6343888888888889,0.342,0.2790625,0.3705,0.0,0.5700000000000001,0.4116666666666667,0.24314176245210728,0.7259583333333334,0.6636805555555556,0.2315625,0.99,0.6636805555555556,0.99,0.0,0.0,0.99,0.2539666666666667,0.0,0.0,0.99,0.99,0.0,0.0,0.99,0.0,0.3631111111111111,0.3280138888888889,0.99,0.0,0.0,0.5973124999999999,0.5973124999999999,0.376675
CommonWarthog,0.82935,0.5783125,0.99,0.49305,0.6669,0.5711875,0.0,0.8090833333333334,0.18834448529411768,0.0,0.3347911764705882,0.0,0.0,0.0,0.42274999999999996,0.0,0.462175,0.22087500000000002,0.387125,0.0,0.33725,0.0,0.741,0.99,0.99,0.714875,0.7362500000000001,0.37762500000000004,0.1691139705882353,0.358625,0.44175000000000003,0.0,0.401375,0.0,0.334875,0.0,0.99,1.0,0.3290073529411765,0.0,0.381425,0.15573214285714285,0.662625,0.0,0.0,0.4714375,0.39425,0.0,0.3254448529411765,0.33898235294117646,0.605625,0.0,0.0,0.4290833333333333,0.5985,0.33178749999999996,0.513,0.391875,0.22799999999999998,0.47832500000000006,0.14396691176470588,0.0,0.0,0.0,0.39971249999999997,0.41752500000000003,0.0,0.0,0.19824264705882352,0.10606470588235295,0.353875,0.0,0.363375,0.3212536764705882,0.3479375,0.7417125,0.4845000000000001,0.665,0.18860294117647058,0.681625,0.0,0.382375,0.32188235294117645,0.855,0.714875,0.99,0.37999999999999995,0.0,0.342,0.346275,0.342,0.349125,0.689225,0.37904999999999994,0.2368014705882353,0.32401985294117647,0.0,0.349125,0.3705,0.24020258620689658,0.7638,0.7362500000000001,0.2036911764705882,0.99,0.7362500000000001,0.99,0.0,0.0,0.6868500000000001,0.363375,0.0,0.0,0.5854374999999999,0.0,0.0,0.0,0.99,0.0,0.3173698529411765,0.4199,0.99,0.0,0.0,0.0,0.7362500000000001,0.44175000000000003
CommonWombat,0.38243589743589745,0.27444444444444444,0.33436607142857144,0.35624999999999996,0.35624999999999996,0.27708333333333335,0.0,0.28954700854700854,0.287563492063492,0.0,0.3705,0.0,0.0,0.0,0.31736785714285715,0.0,0.3432375478927203,0.36416666666666664,0.3877136752136752,0.0,0.32551929392446627,0.33725,0.28160714285714283,0.4371130952380952,0.4371130952380952,0.2626470588235294,0.2784803921568628,0.2626470588235294,0.37999999999999995,0.35466666666666663,0.33739429392446635,0.0,0.4681388888888889,0.0,0.3309166666666667,0.0,0.3997916666666666,0.3290073529411765,1.0,0.0,0.38422222222222213,0.2782142857142857,0.3668055555555555,0.0,0.0,0.4644444444444444,0.7976984126984128,0.0,0.45916666666666667,0.5557500000000001,0.28658333333333336,0.0,0.0,0.29163492063492064,0.28952380952380946,0.31617658730158726,0.38478991596638656,0.3047916666666667,0.35624999999999996,0.4172083333333333,0.2986771680216802,0.0,0.0,0.35055,0.41641666666666666,0.46817948717948715,0.42908333333333337,0.0,0.31553571428571425,0.41922672672672673,0.7270915032679738,0.0,0.2393095238095238,0.48630952380952386,0.3424900793650794,0.2824387254901961,0.38791666666666663,0.36341269841269835,0.29857142857142854,0.4094047619047619,0.0,0.43013888888888885,0.4229761904761905,0.3870518207282913,0.2626470588235294,0.4348511904761904,0.8022222222222223,0.0,0.38135714285714284,0.25143333333333334,0.4280792682926829,0.4116666666666667,0.2533333333333333,0.40171428571428563,0.3438095238095238,0.4777142857142857,0.0,0.76,0.95,0.38791666666666663,0.3431331699346405,0.28500000000000003,0.2646428571428571,0.3997916666666666,0.28500000000000003,0.4325892857142857,0.0,0.0,0.38,0.23424285714285714,0.0,0.0,0.27444444444444444,0.406125,0.0,0.0,0.3777380952380952,0.0,0.47236111111111106,0.4207142857142857,0.41675595238095237,0.0,0.0,0.25063235294117653,0.25063235294117653,0.3569511904761905
Cougar,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.34463888888888883,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5346388888888889,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CuviersDwarfCaiman,0.39345833333333335,0.2533333333333333,0.4134875,0.3302380952380952,0.37736111111111104,0.3061111111111111,0.0,0.34648611111111116,0.20255357142857144,0.0,0.2861875,0.0,0.0,0.0,0.5106250000000001,0.0,0.40902777777777777,0.29291666666666666,0.9447222222222224,0.0,0.45125,0.301625,0.39187500000000003,0.34068055555555554,0.34068055555555554,0.38395833333333335,0.3865972222222222,0.38395833333333335,0.4998809523809525,0.64125,0.8906250000000001,0.0,0.3865972222222222,0.0,0.4433333333333333,0.0,0.3208888888888889,0.381425,0.38422222222222213,0.0,1.0,0.16285714285714287,0.32458333333333333,0.0,0.0,0.3668055555555555,0.43607638888888883,0.0,0.40638888888888886,0.4195833333333333,0.28174019607843137,0.0,0.0,0.7264861111111112,0.25582142857142853,0.4763194444444444,0.83125,0.849986111111111,0.34657407407407403,0.5066666666666666,0.24013888888888887,0.0,0.0,0.35624999999999996,0.551,0.47104166666666664,0.420375,0.0,0.2823611111111111,0.3852777777777778,0.45125,0.0,0.38131944444444443,0.7470694444444445,0.5106250000000001,0.37830357142857146,0.7695,0.3228303571428571,0.29555555555555557,0.40770833333333334,0.0,0.6544444444444444,0.4538888888888889,0.42697222222222225,0.38395833333333335,0.33804166666666663,0.5225,0.0,0.3325,0.43647222222222226,0.4116666666666667,0.33408333333333334,0.4354166666666666,0.7072222222222222,0.3239236111111111,0.4011111111111111,0.0,0.3235277777777777,0.4343611111111111,0.3406896551724138,0.49026785714285714,0.3865972222222222,0.22430555555555554,0.4123263888888889,0.3865972222222222,0.3385694444444444,0.0,0.0,0.31825,0.38131944444444443,0.0,0.0,0.2586111111111111,0.31171875000000004,0.0,0.0,0.32126587301587295,0.0,0.3958333333333333,0.5053472222222222,0.3544027777777778,0.0,0.0,0.3479375,0.3479375,0.48238888888888887
DallSheep,0.13854166666666667,0.2148809523809524,0.12825,0.21092261904761903,0.19678571428571426,0.21092261904761903,0.0,0.12666666666666668,0.41732142857142857,0.0,0.7125000000000001,0.0,0.6966666666666667,0.0,0.10291666666666667,0.16568452380952378,0.11535714285714284,0.31666666666666665,0.11083333333333333,0.0,0.11535714285714287,0.19339285714285717,0.1362797619047619,0.19678571428571426,0.19678571428571426,0.15720238095238093,0.16907738095238095,0.1611607142857143,0.4523809523809524,0.3200595238095238,0.1351488095238095,0.0,0.13401785714285713,0.0,0.12610119047619048,0.0,0.19678571428571426,0.15573214285714285,0.2782142857142857,0.0,0.16285714285714287,1.0,0.2188392857142857,0.0,0.0,0.27595238095238095,0.22279761904761905,0.0,0.3262797619047619,0.2782142857142857,0.2148809523809524,0.0,0.10992857142857144,0.14023809523809527,0.18095238095238092,0.1244047619047619,0.19282738095238094,0.11988095238095237,0.26476851851851846,0.18886904761904763,0.5660416666666668,0.0,0.0,0.15776785714285715,0.17778571428571427,0.23071428571428573,0.14725,0.0,0.3879166666666667,0.39979166666666666,0.1651190476190476,0.0,0.11818452380952381,0.344375,0.1786904761904762,0.17303571428571426,0.1832142857142857,0.17105654761904765,0.5779166666666667,0.15342500000000003,0.16172619047619047,0.46708333333333335,0.6983630952380953,0.19678571428571426,0.15720238095238093,0.19678571428571426,0.27029761904761906,0.0,0.6107142857142858,0.09104166666666667,0.665,0.3121428571428571,0.13005952380952382,0.5219345238095239,0.44729166666666664,0.3783035714285714,0.0,0.19678571428571426,0.2782142857142857,0.30648809523809517,0.17303571428571426,0.16342261904761904,0.6966666666666667,0.19678571428571426,0.16342261904761904,0.19678571428571426,0.0,0.2148809523809524,0.23071428571428573,0.095,0.0,0.0,0.21092261904761903,0.13986375,0.0,0.0,0.19678571428571426,0.0,0.7379464285714287,0.1727529761904762,0.18095238095238092,0.0,0.0,0.15216964285714285,0.15216964285714285,0.13854166666666667
DamaGazelle,0.76,0.99,0.6661875,0.76,0.8444444444444444,0.7916666666666667,0.0,0.6940277777777778,0.24324900793650794,0.0,0.3477,0.0,0.2586111111111111,0.0,0.3417361111111111,0.372875,0.3958333333333333,0.4017708333333333,0.34569444444444447,0.0,0.2770833333333333,0.8502500000000001,0.6834722222222221,0.8048611111111111,0.8048611111111111,0.6729166666666666,0.6755555555555556,0.29291666666666666,0.29054166666666664,0.285,0.35229166666666667,0.0,0.30875,0.0,0.28500000000000003,0.0,0.9183333333333333,0.662625,0.3668055555555555,0.0,0.32458333333333333,0.2188392857142857,1.0,0.0,0.0,0.99,0.43752777777777774,0.0,0.320625,0.3536111111111111,0.83125,0.0,0.57475,0.31402777777777774,0.8233333333333334,0.296875,0.39583333333333326,0.32590277777777776,0.2621296296296296,0.48687500000000006,0.2319583333333333,0.0,0.0,0.6946875,0.33988888888888885,0.37340277777777775,0.3313125,0.0,0.21454166666666669,0.2143918918918919,0.2976666666666667,0.0,0.2586111111111111,0.3401527777777778,0.29291666666666666,0.6676388888888889,0.3720833333333333,0.95,0.2054375,0.7844097222222223,0.7520833333333333,0.4433333333333333,0.31402777777777774,0.7705555555555555,0.6729166666666666,0.7956250000000001,0.3594166666666666,0.0,0.5556967787114846,0.2638888888888889,0.4433333333333333,0.5502083333333334,0.6610416666666666,0.3303888888888889,0.25702777777777774,0.3417361111111111,0.0,0.5488888888888889,0.37999999999999995,0.2811781609195403,0.7520833333333332,0.6834722222222221,0.225625,0.7723148148148149,0.6834722222222221,0.8022222222222223,0.0,0.6359722222222223,0.99,0.2586111111111111,0.0,0.0,0.8154166666666667,0.72675,0.0,0.0,0.9209722222222222,0.0,0.3423958333333333,0.33645833333333336,0.7863888888888889,0.0,0.0,0.608,0.608,0.35756944444444444
Dhole,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3533472222222222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3533472222222222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dingo,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3887083333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3887083333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DromedaryCamel,0.5475694444444444,0.99,0.48212499999999997,0.6155208333333333,0.6161805555555556,0.5798958333333334,0.0,0.5027083333333333,0.29936309523809523,0.0,0.32475750000000003,0.0,0.35614444444444443,0.0,0.5145833333333334,0.5415,0.5607638888888888,0.6755555555555557,0.38791666666666663,0.0,0.5145833333333334,0.5949375,0.48489583333333336,0.5713194444444445,0.5713194444444445,0.47273809523809524,0.48093749999999996,0.47302083333333333,0.39187500000000003,0.34041666666666665,0.3325,0.0,0.4235416666666667,0.0,0.5244791666666666,0.0,0.6465277777777778,0.4714375,0.4644444444444444,0.0,0.3668055555555555,0.27595238095238095,0.99,0.0,0.0,1.0,0.49743055555555554,0.0,0.5261944444444444,0.45916666666666667,0.6016666666666667,0.0,0.406125,0.3127083333333333,0.6016666666666667,0.5383333333333333,0.36614583333333334,0.31666666666666665,0.5106250000000001,0.6570833333333332,0.3277371273712737,0.0,0.0,0.5023125,0.5734305555555556,0.6175,0.5533750000000001,0.0,0.5034280303030303,0.2553303303303303,0.34754166666666664,0.0,0.44927083333333334,0.4169444444444444,0.5185416666666667,0.4736805555555556,0.3654861111111111,0.6766111111111112,0.37886904761904755,0.5681150793650794,0.54625,0.501125,0.37577777777777777,0.5568055555555557,0.47273809523809524,0.5673611111111112,0.40744444444444444,0.0,0.46906249999999994,0.4433333333333333,0.4947916666666667,0.6506444444444444,0.46708333333333335,0.360525,0.506126893939394,0.534375,0.0,0.48027777777777786,0.4644444444444444,0.5422916666666667,0.5343749999999999,0.4888541666666667,0.3498062015503876,0.99,0.4888541666666667,0.5686805555555556,0.0,0.7916666666666667,0.99,0.45125,0.0,0.0,0.99,0.51775,0.0,0.0,0.6478472222222222,0.0,0.4153611111111111,0.581875,0.5528472222222223,0.0,0.0,0.43284374999999997,0.43284374999999997,0.5409722222222222
Emu,0.4459722222222222,0.38735119047619043,0.37643750000000004,0.4372261904761905,0.41113888888888883,0.361,0.0,0.3887083333333333,0.2564434523809524,0.0,0.32205,0.0,0.0,0.0,0.3895,0.0,0.4299880952380952,0.42618055555555556,0.4402986111111111,0.0,0.4099513888888889,0.39971249999999997,0.36627777777777776,0.38263888888888886,0.38263888888888886,0.34595833333333337,0.35770138888888886,0.349125,0.3208888888888889,0.40080952380952384,0.4012430555555555,0.0,0.5569374999999999,0.0,0.4025625,0.0,0.4459722222222222,0.39425,0.7976984126984128,0.0,0.43607638888888883,0.22279761904761905,0.43752777777777774,0.0,0.0,0.49743055555555554,1.0,0.0,0.36416666666666675,0.4116666666666667,0.38158333333333333,0.0,0.0,0.3887083333333333,0.3865972222222222,0.4092916666666666,0.4428055555555555,0.37802083333333336,0.32810185185185187,0.46075,0.2649444444444444,0.0,0.0,0.329175,0.46391666666666664,0.5053472222222222,0.37287499999999996,0.0,0.2640208333333333,0.3948918918918919,0.8043333333333335,0.0,0.3313125,0.40137500000000004,0.39807638888888885,0.36722023809523807,0.43145833333333333,0.4331547619047619,0.24134523809523806,0.3705,0.0,0.5647222222222223,0.35902083333333334,0.44135416666666666,0.34595833333333337,0.38263888888888886,0.8344166666666667,0.0,0.44672619047619044,0.3359305555555555,0.4670833333333333,0.4433333333333333,0.342,0.4261805555555555,0.29834523809523805,0.3958333333333333,0.0,0.99,0.99,0.3392337164750958,0.40408928571428576,0.36363888888888884,0.22958333333333336,0.4424537037037037,0.36363888888888884,0.38461805555555556,0.0,0.0,0.44729166666666664,0.3344791666666666,0.0,0.0,0.3785297619047619,0.33368749999999997,0.0,0.0,0.4439930555555555,0.0,0.3958333333333333,0.47543981481481484,0.38461805555555556,0.0,0.0,0.32193125,0.32193125,0.4096874999999999
EurasianLynx,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2510192307692308,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.25310714285714286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
